annee;date;arbre;cultivar;bloc;taille;nbfruit;masse
2007/2008;15/01/2008;B9;cogshall;bloc1;taille07;3;1228
2007/2008;17/01/2008;B9;cogshall;bloc1;taille07;6;2301
2007/2008;26/11/2007;C1;cogshall;bloc1;bordure;1;180
2007/2008;07/12/2007;C1;cogshall;bloc1;bordure;1;396
2007/2008;10/12/2007;C1;cogshall;bloc1;bordure;2;584
2007/2008;13/12/2007;C1;cogshall;bloc1;bordure;2;651
2007/2008;17/12/2007;C1;cogshall;bloc1;bordure;2;787
2007/2008;21/12/2007;C1;cogshall;bloc1;bordure;5;1701
2007/2008;26/12/2007;C1;cogshall;bloc1;bordure;10;3200
2007/2008;02/01/2008;C1;cogshall;bloc1;bordure;8;3609
2007/2008;07/01/2008;C1;cogshall;bloc1;bordure;9;3995
2007/2008;10/01/2008;C1;cogshall;bloc1;bordure;6;2468,7
2007/2008;15/01/2008;C1;cogshall;bloc1;bordure;11;5328,5
2007/2008;17/01/2008;C1;cogshall;bloc1;bordure;5;2338
2007/2008;21/01/2008;C1;cogshall;bloc1;bordure;2;964
2007/2008;03/12/2007;C10;cogshall;bloc1;taille07;1;308,7
2007/2008;13/12/2007;C10;cogshall;bloc1;taille07;5;1859
2007/2008;21/12/2007;C10;cogshall;bloc1;taille07;2;641
2007/2008;26/12/2007;C10;cogshall;bloc1;taille07;10;3750
2007/2008;28/12/2007;C10;cogshall;bloc1;taille07;1;416
2007/2008;02/01/2008;C10;cogshall;bloc1;taille07;8;2643
2007/2008;07/01/2008;C10;cogshall;bloc1;taille07;11;3552
2007/2008;10/01/2008;C10;cogshall;bloc1;taille07;2;796,5
2007/2008;15/01/2008;C10;cogshall;bloc1;taille07;4;1856,2
2007/2008;17/01/2008;C10;cogshall;bloc1;taille07;1;533
2007/2008;13/12/2007;C11;cogshall;bloc1;taille07;1;311
2007/2008;17/12/2007;C11;cogshall;bloc1;taille07;6;1860
2007/2008;21/12/2007;C11;cogshall;bloc1;taille07;4;1604
2007/2008;26/12/2007;C11;cogshall;bloc1;taille07;15;5000
2007/2008;28/12/2007;C11;cogshall;bloc1;taille07;3;1420
2007/2008;02/01/2008;C11;cogshall;bloc1;taille07;9;3371
2007/2008;07/01/2008;C11;cogshall;bloc1;taille07;7;2696
2007/2008;10/01/2008;C11;cogshall;bloc1;taille07;2;855,5
2007/2008;17/01/2008;C11;cogshall;bloc1;taille07;2;788
2007/2008;30/11/2007;C12;cogshall;bloc1;taille02;2;647
2007/2008;07/12/2007;C12;cogshall;bloc1;taille02;6;1786
2007/2008;10/12/2007;C12;cogshall;bloc1;taille02;7;2343,3
2007/2008;13/12/2007;C12;cogshall;bloc1;taille02;3;779
2007/2008;17/12/2007;C12;cogshall;bloc1;taille02;3;447
2007/2008;21/12/2007;C12;cogshall;bloc1;taille02;9;2489
2007/2008;26/12/2007;C12;cogshall;bloc1;taille02;7;2400
2007/2008;28/12/2007;C12;cogshall;bloc1;taille02;4;1278
2007/2008;02/01/2008;C12;cogshall;bloc1;taille02;6;3137
2007/2008;07/01/2008;C12;cogshall;bloc1;taille02;7;2993
2007/2008;10/01/2008;C12;cogshall;bloc1;taille02;1;319,7
2007/2008;17/12/2008;C12;cogshall;bloc1;taille02;1;479
2007/2008;01/12/2007;C13;cogshall;bloc1;taille02;1;458
2007/2008;07/12/2007;C13;cogshall;bloc1;taille02;3;875
2007/2008;13/12/2007;C13;cogshall;bloc1;taille02;7;2034
2007/2008;17/12/2007;C13;cogshall;bloc1;taille02;4;1144
2007/2008;21/12/2007;C13;cogshall;bloc1;taille02;4;1463
2007/2008;26/12/2007;C13;cogshall;bloc1;taille02;7;2550
2007/2008;02/01/2008;C13;cogshall;bloc1;taille02;11;3602
2007/2008;07/01/2008;C13;cogshall;bloc1;taille02;5;2004
2007/2008;10/01/2008;C13;cogshall;bloc1;taille02;1;500,1
2007/2008;17/01/2008;C13;cogshall;bloc1;taille02;1;318
2007/2008;03/12/2007;C14;cogshall;bloc1;taille02;3;817,8
2007/2008;07/12/2007;C14;cogshall;bloc1;taille02;4;1129
2007/2008;10/12/2007;C14;cogshall;bloc1;taille02;4;1216
2007/2008;13/12/2007;C14;cogshall;bloc1;taille02;4;1330
2007/2008;17/12/2007;C14;cogshall;bloc1;taille02;4;1142
2007/2008;21/12/2007;C14;cogshall;bloc1;taille02;8;2538
2007/2008;26/12/2007;C14;cogshall;bloc1;taille02;16;6000
2007/2008;28/12/2007;C14;cogshall;bloc1;taille02;4;1567
2007/2008;02/01/2008;C14;cogshall;bloc1;taille02;4;1517
2007/2008;07/01/2008;C14;cogshall;bloc1;taille02;3;1152
2007/2008;10/01/2008;C14;cogshall;bloc1;taille02;2;928,7
2007/2008;03/12/2007;C15;cogshall;bloc1;taille02;2;630,8
2007/2008;07/12/2007;C15;cogshall;bloc1;taille02;6;1689
2007/2008;10/12/2007;C15;cogshall;bloc1;taille02;8;2672,6
2007/2008;13/12/2007;C15;cogshall;bloc1;taille02;2;674
2007/2008;17/12/2007;C15;cogshall;bloc1;taille02;8;2710
2007/2008;21/12/2007;C15;cogshall;bloc1;taille02;8;3130
2007/2008;26/12/2007;C15;cogshall;bloc1;taille02;10;4050
2007/2008;28/12/2007;C15;cogshall;bloc1;taille02;11;4040
2007/2008;02/01/2008;C15;cogshall;bloc1;taille02;4;1958
2007/2008;07/01/2008;C15;cogshall;bloc1;taille02;1;357,3
2007/2008;17/01/2008;C15;cogshall;bloc1;taille02;1;451
2007/2008;17/12/2007;C16;cogshall;bloc1;taille02;3;1012
2007/2008;21/12/2007;C16;cogshall;bloc1;taille02;1;332
2007/2008;26/12/2007;C16;cogshall;bloc1;taille02;14;4500
2007/2008;02/01/2008;C16;cogshall;bloc1;taille02;15;5903
2007/2008;07/01/2008;C16;cogshall;bloc1;taille02;6;2228
2007/2008;10/01/2008;C16;cogshall;bloc1;taille02;3;1158
2007/2008;15/01/2008;C16;cogshall;bloc1;taille02;8;3030,6
2007/2008;17/01/2008;C16;cogshall;bloc1;taille02;5;2167
2007/2008;21/01/2008;C16;cogshall;bloc1;taille02;2;927
2007/2008;24/01/2008;C16;cogshall;bloc1;taille02;1;381,2
2007/2008;17/12/2007;C17;cogshall;bloc1;bordure;2;449
2007/2008;21/12/2007;C17;cogshall;bloc1;bordure;5;1583
2007/2008;26/12/2007;C17;cogshall;bloc1;bordure;5;1650
2007/2008;28/12/2007;C17;cogshall;bloc1;bordure;1;375
2007/2008;02/01/2008;C17;cogshall;bloc1;bordure;3;1045
2007/2008;07/01/2008;C17;cogshall;bloc1;bordure;4;1734
2007/2008;17/01/2008;C17;cogshall;bloc1;bordure;3;1234
2007/2008;07/12/2007;C2;cogshall;bloc1;tem;1;150
2007/2008;10/12/2007;C2;cogshall;bloc1;tem;1;308,5
2007/2008;13/12/2007;C2;cogshall;bloc1;tem;2;518,6
2007/2008;17/12/2007;C2;cogshall;bloc1;tem;1;327,7
2007/2008;21/12/2007;C2;cogshall;bloc1;tem;1;337,8
2007/2008;26/12/2007;C2;cogshall;bloc1;tem;5;1455,6
2007/2008;28/12/2007;C2;cogshall;bloc1;tem;1;241,6
2007/2008;31/12/2007;C2;cogshall;bloc1;tem;2;522,7
2007/2008;03/01/2008;C2;cogshall;bloc1;tem;3;572,5
2007/2008;07/01/2008;C2;cogshall;bloc1;tem;6;2553,7
2007/2008;10/01/2008;C2;cogshall;bloc1;tem;6;2572,9
2007/2008;14/01/2008;C2;cogshall;bloc1;tem;2;1036
2007/2008;30/11/2007;C3;cogshall;bloc1;tem;1;156
2007/2008;03/12/2007;C3;cogshall;bloc1;tem;1;349,2
2007/2008;07/12/2007;C3;cogshall;bloc1;tem;4;771
2007/2008;10/12/2007;C3;cogshall;bloc1;tem;2;643
2007/2008;13/12/2007;C3;cogshall;bloc1;tem;5;1593,5
2007/2008;17/12/2007;C3;cogshall;bloc1;tem;4;1130,5
2007/2008;26/12/2007;C3;cogshall;bloc1;tem;12;3959,39
2007/2008;28/12/2007;C3;cogshall;bloc1;tem;4;1268,9
2007/2008;31/12/2007;C3;cogshall;bloc1;tem;5;1853,1
2007/2008;03/01/2008;C3;cogshall;bloc1;tem;5;2069,5
2007/2008;07/01/2008;C3;cogshall;bloc1;tem;9;3556
2007/2008;10/01/2008;C3;cogshall;bloc1;tem;2;885,9
2007/2008;14/01/2008;C3;cogshall;bloc1;tem;7;2630,2
2007/2008;07/12/2007;C4;cogshall;bloc1;tem;1;157
2007/2008;10/12/2007;C4;cogshall;bloc1;tem;1;206
2007/2008;13/12/2007;C4;cogshall;bloc1;tem;6;1640,2
2007/2008;17/12/2007;C4;cogshall;bloc1;tem;2;365
2007/2008;21/12/2007;C4;cogshall;bloc1;tem;11;3167,5
2007/2008;26/12/2007;C4;cogshall;bloc1;tem;23;6820,2
2007/2008;28/12/2007;C4;cogshall;bloc1;tem;5;1702
2007/2008;31/12/2007;C4;cogshall;bloc1;tem;7;2506,9
2007/2008;03/01/2008;C4;cogshall;bloc1;tem;7;2202,2
2007/2008;07/01/2008;C4;cogshall;bloc1;tem;14;6223,5
2007/2008;10/01/2008;C4;cogshall;bloc1;tem;8;3019,8
2007/2008;14/01/2008;C4;cogshall;bloc1;tem;14;6068,9
2007/2008;30/11/2007;C5;cogshall;bloc1;tem;1;221
2007/2008;03/12/2007;C5;cogshall;bloc1;tem;1;299,8
2007/2008;07/12/2007;C5;cogshall;bloc1;tem;2;506
2007/2008;10/12/2007;C5;cogshall;bloc1;tem;2;667
2007/2008;13/12/2007;C5;cogshall;bloc1;tem;4;1319,8
2007/2008;17/12/2007;C5;cogshall;bloc1;tem;8;1963
2007/2008;21/12/2007;C5;cogshall;bloc1;tem;3;783,1
2007/2008;26/12/2007;C5;cogshall;bloc1;tem;12;4110,1
2007/2008;28/12/2007;C5;cogshall;bloc1;tem;2;703,5
2007/2008;31/12/2007;C5;cogshall;bloc1;tem;8;3096,8
2007/2008;03/01/2008;C5;cogshall;bloc1;tem;7;2627,7
2007/2008;07/01/2008;C5;cogshall;bloc1;tem;6;1878,6
2007/2008;10/01/2008;C5;cogshall;bloc1;tem;6;2558
2007/2008;14/01/2008;C5;cogshall;bloc1;tem;2;1014
2007/2008;10/12/2007;C6;cogshall;bloc1;tem;11;3691,5
2007/2008;23/11/2007;C6;cogshall;bloc1;tem;4;1086,9
2007/2008;30/11/2007;C6;cogshall;bloc1;tem;5;1272,5
2007/2008;03/12/2007;C6;cogshall;bloc1;tem;6;1925,8
2007/2008;07/12/2007;C6;cogshall;bloc1;tem;10;3130
2007/2008;13/12/2007;C6;cogshall;bloc1;tem;4;1196
2007/2008;17/12/2007;C6;cogshall;bloc1;tem;9;2204,6
2007/2008;21/12/2007;C6;cogshall;bloc1;tem;5;1556,3
2007/2008;26/12/2007;C6;cogshall;bloc1;tem;7;2473,5
2007/2008;28/12/2007;C6;cogshall;bloc1;tem;1;444
2007/2008;31/12/2007;C6;cogshall;bloc1;tem;1;520,8
2007/2008;03/01/2008;C6;cogshall;bloc1;tem;2;987,4
2007/2008;07/01/2008;C6;cogshall;bloc1;tem;2;759,2
2007/2008;10/01/2008;C6;cogshall;bloc1;tem;1;429,4
2007/2008;21/11/2007;C7;cogshall;bloc1;taille07;2;608
2007/2008;30/11/2007;C7;cogshall;bloc1;taille07;2;555
2007/2008;03/12/2007;C7;cogshall;bloc1;taille07;5;1352
2007/2008;07/12/2007;C7;cogshall;bloc1;taille07;3;886
2007/2008;10/12/2007;C7;cogshall;bloc1;taille07;1;258
2007/2008;13/12/2007;C7;cogshall;bloc1;taille07;3;901
2007/2008;17/12/2007;C7;cogshall;bloc1;taille07;4;1196
2007/2008;21/12/2007;C7;cogshall;bloc1;taille07;6;2072
2007/2008;26/12/2007;C7;cogshall;bloc1;taille07;9;2700
2007/2008;02/01/2008;C7;cogshall;bloc1;taille07;9;3543
2007/2008;07/01/2008;C7;cogshall;bloc1;taille07;10;4412
2007/2008;10/01/2008;C7;cogshall;bloc1;taille07;3;1112,1
2007/2008;15/01/2008;C7;cogshall;bloc1;taille07;3;1646,1
2007/2008;17/01/2008;C7;cogshall;bloc1;taille07;2;936
2007/2008;31/12/2007;C8;cogshall;bloc1;taille07;1;220,8
2007/2008;07/12/2007;C8;cogshall;bloc1;taille07;1;259
2007/2008;10/12/2007;C8;cogshall;bloc1;taille07;1;469,3
2007/2008;17/12/2007;C8;cogshall;bloc1;taille07;4;985
2007/2008;21/12/2007;C8;cogshall;bloc1;taille07;7;1813
2007/2008;26/12/2007;C8;cogshall;bloc1;taille07;11;3800
2007/2008;28/12/2007;C8;cogshall;bloc1;taille07;1;270
2007/2008;02/01/2008;C8;cogshall;bloc1;taille07;14;4737
2007/2008;07/01/2008;C8;cogshall;bloc1;taille07;9;2911
2007/2008;10/01/2008;C8;cogshall;bloc1;taille07;9;3518,3
2007/2008;15/01/2008;C8;cogshall;bloc1;taille07;6;1996,9
2007/2008;17/01/2008;C8;cogshall;bloc1;taille07;6;2108
2007/2008;21/01/2008;C8;cogshall;bloc1;taille07;1;353,4
2007/2008;24/01/2008;C8;cogshall;bloc1;taille07;2;614
2007/2008;24/01/2008;C9;cogshall;bloc1;taille07;1;268,6
2007/2008;10/01/2007;C9;cogshall;bloc1;taille07;3;1202,5
2007/2008;14/01/2007;C9;cogshall;bloc1;taille07;2;906,8
2007/2008;03/12/2007;C9;cogshall;bloc1;taille07;2;599,3
2007/2008;10/12/2007;C9;cogshall;bloc1;taille07;2;482,5
2007/2008;13/12/2007;C9;cogshall;bloc1;taille07;6;2142,6
2007/2008;17/12/2007;C9;cogshall;bloc1;taille07;4;1000,8
2007/2008;21/12/2007;C9;cogshall;bloc1;taille07;5;1623,3
2007/2008;26/12/2007;C9;cogshall;bloc1;taille07;14;3813,7
2007/2008;28/12/2007;C9;cogshall;bloc1;taille07;4;1397,3
2007/2008;31/12/2007;C9;cogshall;bloc1;taille07;6;1939,9
2007/2008;03/01/2008;C9;cogshall;bloc1;taille07;2;527,3
2007/2008;07/01/2008;C9;cogshall;bloc1;taille07;3;1193,3
2007/2008;21/01/2008;C9;cogshall;bloc1;taille07;2;1058,8
2007/2008;30/11/2007;D1;cogshall;bloc2;bordure;1;194
2007/2008;03/12/2007;D1;cogshall;bloc2;bordure;3;774
2007/2008;07/12/2007;D1;cogshall;bloc2;bordure;1;272
2007/2008;10/12/2007;D1;cogshall;bloc2;bordure;1;280
2007/2008;13/12/2007;D1;cogshall;bloc2;bordure;4;1456
2007/2008;17/12/2007;D1;cogshall;bloc2;bordure;2;538
2007/2008;21/12/2007;D1;cogshall;bloc2;bordure;9;2804
2007/2008;26/12/2007;D1;cogshall;bloc2;bordure;11;4000
2007/2008;28/12/2007;D1;cogshall;bloc2;bordure;3;1060
2007/2008;02/01/2008;D1;cogshall;bloc2;bordure;8;2917
2007/2008;07/01/2008;D1;cogshall;bloc2;bordure;13;5480
2007/2008;10/01/2008;D1;cogshall;bloc2;bordure;4;1800,5
2007/2008;15/01/2008;D1;cogshall;bloc2;bordure;5;2018,8
2007/2008;17/01/2008;D1;cogshall;bloc2;bordure;2;743
2007/2008;10/12/2007;D10;cogshall;bloc2;taille02;1;283,5
2007/2008;13/12/2007;D10;cogshall;bloc2;taille02;4;964,4
2007/2008;17/12/2007;D10;cogshall;bloc2;taille02;4;745,5
2007/2008;21/12/2007;D10;cogshall;bloc2;taille02;5;1424,1
2007/2008;26/12/2007;D10;cogshall;bloc2;taille02;15;4520,5
2007/2008;28/12/2007;D10;cogshall;bloc2;taille02;2;496,4
2007/2008;31/12/2007;D10;cogshall;bloc2;taille02;9;3024,1
2007/2008;03/01/2008;D10;cogshall;bloc2;taille02;10;3118,8
2007/2008;07/01/2008;D10;cogshall;bloc2;taille02;14;4479,4
2007/2008;10/01/2008;D10;cogshall;bloc2;taille02;14;5085,4
2007/2008;14/01/2008;D10;cogshall;bloc2;taille02;19;6828,8
2007/2008;17/01/2008;D10;cogshall;bloc2;taille02;3;1463,9
2007/2008;21/01/2008;D10;cogshall;bloc2;taille02;1;433,3
2007/2008;24/01/2008;D10;cogshall;bloc2;taille02;1;216,4
2007/2008;23/11/2007;D11;cogshall;bloc2;taille02;5;1310,9
2007/2008;30/11/2007;D11;cogshall;bloc2;taille02;6;1216
2007/2008;03/12/2007;D11;cogshall;bloc2;taille02;9;2839
2007/2008;07/12/2007;D11;cogshall;bloc2;taille02;6;1637
2007/2008;10/12/2007;D11;cogshall;bloc2;taille02;9;2029,8
2007/2008;13/12/2007;D11;cogshall;bloc2;taille02;3;1168,4
2007/2008;17/12/2007;D11;cogshall;bloc2;taille02;2;813,4
2007/2008;26/12/2007;D11;cogshall;bloc2;taille02;1;504,2
2007/2008;22/11/2007;D12;cogshall;bloc2;taille07;2;717,24
2007/2008;23/11/2007;D12;cogshall;bloc2;taille07;1;347,3
2007/2008;26/11/2007;D12;cogshall;bloc2;taille07;1;359
2007/2008;30/11/2007;D12;cogshall;bloc2;taille07;2;237
2007/2008;07/12/2007;D12;cogshall;bloc2;taille07;2;1168
2007/2008;10/12/2007;D12;cogshall;bloc2;taille07;2;517,1
2007/2008;13/12/2007;D12;cogshall;bloc2;taille07;9;2851
2007/2008;17/12/2007;D12;cogshall;bloc2;taille07;2;629
2007/2008;21/12/2007;D12;cogshall;bloc2;taille07;10;3246,7
2007/2008;26/12/2007;D12;cogshall;bloc2;taille07;24;7298,3
2007/2008;28/12/2007;D12;cogshall;bloc2;taille07;5;1808,2
2007/2008;31/12/2007;D12;cogshall;bloc2;taille07;4;1620,2
2007/2008;03/01/2008;D12;cogshall;bloc2;taille07;6;2332
2007/2008;07/01/2008;D12;cogshall;bloc2;taille07;8;3204,9
2007/2008;10/01/2008;D12;cogshall;bloc2;taille07;3;1337,3
2007/2008;14/01/2008;D12;cogshall;bloc2;taille07;4;1432,1
2007/2008;21/01/2008;D12;cogshall;bloc2;taille07;1;414
2007/2008;30/11/2007;D13;cogshall;bloc2;taille07;1;183
2007/2008;07/12/2007;D13;cogshall;bloc2;taille07;5;1707
2007/2008;13/12/2007;D13;cogshall;bloc2;taille07;4;1225
2007/2008;17/12/2007;D13;cogshall;bloc2;taille07;5;1527
2007/2008;21/12/2007;D13;cogshall;bloc2;taille07;9;2556
2007/2008;26/12/2007;D13;cogshall;bloc2;taille07;12;4200
2007/2008;28/12/2007;D13;cogshall;bloc2;taille07;3;1225
2007/2008;02/01/2008;D13;cogshall;bloc2;taille07;12;3448
2007/2008;07/01/2008;D13;cogshall;bloc2;taille07;8;3103
2007/2008;17/01/2008;D13;cogshall;bloc2;taille07;2;787
2007/2008;21/01/2008;D13;cogshall;bloc2;taille07;1;440,7
2007/2008;26/11/2007;D14;cogshall;bloc2;taille07;4;1053
2007/2008;30/11/2007;D14;cogshall;bloc2;taille07;1;297
2007/2008;03/12/2007;D14;cogshall;bloc2;taille07;2;517,4
2007/2008;07/12/2007;D14;cogshall;bloc2;taille07;3;779
2007/2008;13/12/2007;D14;cogshall;bloc2;taille07;7;1773
2007/2008;17/12/2007;D14;cogshall;bloc2;taille07;5;1843
2007/2008;21/12/2007;D14;cogshall;bloc2;taille07;6;1892
2007/2008;26/12/2007;D14;cogshall;bloc2;taille07;19;6500
2007/2008;02/01/2008;D14;cogshall;bloc2;taille07;7;2698
2007/2008;07/01/2008;D14;cogshall;bloc2;taille07;6;2124
2007/2008;10/01/2008;D14;cogshall;bloc2;taille07;3;1160
2007/2008;15/01/2008;D14;cogshall;bloc2;taille07;5;2457,4
2007/2008;26/11/2007;D15;cogshall;bloc2;taille07;1;410
2007/2008;30/11/2007;D15;cogshall;bloc2;taille07;2;630,6
2007/2008;03/12/2007;D15;cogshall;bloc2;taille07;4;1035,5
2007/2008;07/12/2007;D15;cogshall;bloc2;taille07;7;2347
2007/2008;10/12/2007;D15;cogshall;bloc2;taille07;2;871,9
2007/2008;13/12/2007;D15;cogshall;bloc2;taille07;1;326
2007/2008;17/12/2007;D15;cogshall;bloc2;taille07;8;2077
2007/2008;21/12/2007;D15;cogshall;bloc2;taille07;4;1374
2007/2008;26/12/2007;D15;cogshall;bloc2;taille07;8;3000
2007/2008;28/12/2007;D15;cogshall;bloc2;taille07;2;895
2007/2008;02/01/2008;D15;cogshall;bloc2;taille07;4;1735
2007/2008;07/01/2008;D15;cogshall;bloc2;taille07;8;2905
2007/2008;10/01/2008;D15;cogshall;bloc2;taille07;1;472,3
2007/2008;17/01/2008;D15;cogshall;bloc2;taille07;3;1646
2007/2008;26/11/2007;D16;cogshall;bloc2;taille07;1;292
2007/2008;30/11/2007;D16;cogshall;bloc2;taille07;1;310
2007/2008;03/12/2007;D16;cogshall;bloc2;taille07;5;1850,9
2007/2008;07/12/2007;D16;cogshall;bloc2;taille07;2;519
2007/2008;10/12/2007;D16;cogshall;bloc2;taille07;6;2183,2
2007/2008;17/12/2007;D16;cogshall;bloc2;taille07;7;2788
2007/2008;21/12/2007;D16;cogshall;bloc2;taille07;3;1378
2007/2008;26/12/2007;D16;cogshall;bloc2;taille07;7;2600
2007/2008;02/01/2008;D16;cogshall;bloc2;taille07;5;2604
2007/2008;26/11/2007;D17;cogshall;bloc2;bordure;1;232
2007/2008;30/11/2007;D17;cogshall;bloc2;bordure;1;274
2007/2008;03/12/2007;D17;cogshall;bloc2;bordure;1;252,6
2007/2008;07/12/2007;D17;cogshall;bloc2;bordure;2;571
2007/2008;10/12/2007;D17;cogshall;bloc2;bordure;2;543
2007/2008;17/12/2007;D17;cogshall;bloc2;bordure;5;1341
2007/2008;21/12/2007;D17;cogshall;bloc2;bordure;8;2649
2007/2008;26/12/2007;D17;cogshall;bloc2;bordure;12;4000
2007/2008;28/12/2007;D17;cogshall;bloc2;bordure;3;875
2007/2008;02/01/2008;D17;cogshall;bloc2;bordure;8;3297
2007/2008;07/01/2008;D17;cogshall;bloc2;bordure;11;4366
2007/2008;15/01/2008;D17;cogshall;bloc2;bordure;1;361,3
2007/2008;24/01/2008;D17;cogshall;bloc2;bordure;1;182,9
2007/2008;23/11/2007;D2;cogshall;bloc2;tem;2;346
2007/2008;30/11/2007;D2;cogshall;bloc2;tem;1;140
2007/2008;10/12/2007;D2;cogshall;bloc2;tem;3;368,2
2007/2008;13/12/2007;D2;cogshall;bloc2;tem;2;467
2007/2008;17/12/2007;D2;cogshall;bloc2;tem;3;719,1
2007/2008;21/12/2007;D2;cogshall;bloc2;tem;6;1811,6
2007/2008;26/12/2007;D2;cogshall;bloc2;tem;6;1772,1
2007/2008;28/12/2007;D2;cogshall;bloc2;tem;1;235,5
2007/2008;31/12/2007;D2;cogshall;bloc2;tem;3;933,8
2007/2008;03/01/2008;D2;cogshall;bloc2;tem;4;1341,6
2007/2008;07/01/2008;D2;cogshall;bloc2;tem;4;1575,7
2007/2008;10/01/2008;D2;cogshall;bloc2;tem;7;2663,7
2007/2008;14/01/2008;D2;cogshall;bloc2;tem;9;3817,1
2007/2008;17/01/2008;D2;cogshall;bloc2;tem;2;938,4
2007/2008;24/01/2008;D2;cogshall;bloc2;tem;1;436,4
2007/2008;07/12/2007;D3;cogshall;bloc2;tem;1;373
2007/2008;10/12/2007;D3;cogshall;bloc2;tem;1;112,2
2007/2008;13/12/2007;D3;cogshall;bloc2;tem;3;883,1
2007/2008;17/12/2007;D3;cogshall;bloc2;tem;2;448,6
2007/2008;21/12/2007;D3;cogshall;bloc2;tem;4;1426,6
2007/2008;26/12/2007;D3;cogshall;bloc2;tem;16;4402,5
2007/2008;28/12/2007;D3;cogshall;bloc2;tem;2;651,8
2007/2008;31/12/2007;D3;cogshall;bloc2;tem;10;3352,7
2007/2008;03/01/2008;D3;cogshall;bloc2;tem;6;2125
2007/2008;07/01/2008;D3;cogshall;bloc2;tem;7;2773,9
2007/2008;10/01/2008;D3;cogshall;bloc2;tem;7;3263,5
2007/2008;14/01/2008;D3;cogshall;bloc2;tem;11;4440,3
2007/2008;17/01/2008;D3;cogshall;bloc2;tem;1;336,7
2007/2008;21/01/2008;D3;cogshall;bloc2;tem;3;1314
2007/2008;07/12/2007;D4;cogshall;bloc2;tem;2;663
2007/2008;10/12/2007;D4;cogshall;bloc2;tem;1;238
2007/2008;13/12/2007;D4;cogshall;bloc2;tem;3;654
2007/2008;17/12/2007;D4;cogshall;bloc2;tem;9;2703,2
2007/2008;21/12/2007;D4;cogshall;bloc2;tem;8;1877,4
2007/2008;26/12/2007;D4;cogshall;bloc2;tem;11;3280,9
2007/2008;28/12/2007;D4;cogshall;bloc2;tem;5;1969,3
2007/2008;31/12/2007;D4;cogshall;bloc2;tem;6;2339,2
2007/2008;03/01/2008;D4;cogshall;bloc2;tem;2;937
2007/2008;07/01/2008;D4;cogshall;bloc2;tem;5;1993
2007/2008;26/11/2007;D5;cogshall;bloc2;tem;1;357
2007/2008;30/11/2007;D5;cogshall;bloc2;tem;3;767
2007/2008;03/12/2007;D5;cogshall;bloc2;tem;2;524,5
2007/2008;07/12/2007;D5;cogshall;bloc2;tem;5;1723
2007/2008;10/12/2007;D5;cogshall;bloc2;tem;11;2589,6
2007/2008;13/12/2007;D5;cogshall;bloc2;tem;6;1684,8
2007/2008;17/12/2007;D5;cogshall;bloc2;tem;7;1985,3
2007/2008;21/12/2007;D5;cogshall;bloc2;tem;5;1529,8
2007/2008;26/12/2007;D5;cogshall;bloc2;tem;21;6073,5
2007/2008;28/12/2007;D5;cogshall;bloc2;tem;3;697,1
2007/2008;31/12/2007;D5;cogshall;bloc2;tem;5;1815,5
2007/2008;03/01/2008;D5;cogshall;bloc2;tem;6;1968,9
2007/2008;07/01/2008;D5;cogshall;bloc2;tem;5;1829,2
2007/2008;10/01/2008;D5;cogshall;bloc2;tem;6;2278,6
2007/2008;14/01/2008;D5;cogshall;bloc2;tem;1;199,4
2007/2008;30/11/2007;D6;cogshall;bloc2;tem;5;1356,6
2007/2008;03/12/2007;D6;cogshall;bloc2;tem;2;702,9
2007/2008;07/12/2007;D6;cogshall;bloc2;tem;3;1316
2007/2008;10/12/2007;D6;cogshall;bloc2;tem;4;1466,3
2007/2008;13/12/2007;D6;cogshall;bloc2;tem;4;1094
2007/2008;17/12/2007;D6;cogshall;bloc2;tem;5;630,8
2007/2008;21/12/2007;D6;cogshall;bloc2;tem;3;1048
2007/2008;26/12/2007;D6;cogshall;bloc2;tem;5;1600
2007/2008;02/01/2008;D6;cogshall;bloc2;tem;2;833
2007/2008;07/01/2008;D6;cogshall;bloc2;tem;2;915
2007/2008;10/01/2008;D6;cogshall;bloc2;tem;1;435,2
2007/2008;30/11/2007;D7;cogshall;bloc2;taille02;2;392
2007/2008;07/12/2007;D7;cogshall;bloc2;taille02;2;557
2007/2008;10/12/2007;D7;cogshall;bloc2;taille02;4;1054,7
2007/2008;17/12/2007;D7;cogshall;bloc2;taille02;2;613
2007/2008;21/12/2007;D7;cogshall;bloc2;taille02;6;1896
2007/2008;26/12/2007;D7;cogshall;bloc2;taille02;16;5500
2007/2008;28/12/2007;D7;cogshall;bloc2;taille02;1;323
2007/2008;02/01/2008;D7;cogshall;bloc2;taille02;11;3832
2007/2008;07/01/2008;D7;cogshall;bloc2;taille02;2;887
2007/2008;10/01/2008;D7;cogshall;bloc2;taille02;3;1131,1
2007/2008;15/01/2008;D7;cogshall;bloc2;taille02;3;1309
2007/2008;17/01/2008;D7;cogshall;bloc2;taille02;1;361
2007/2008;21/01/2008;D7;cogshall;bloc2;taille02;3;1230
2007/2008;30/11/2007;D8;cogshall;bloc2;taille02;2;546
2007/2008;03/12/2007;D8;cogshall;bloc2;taille02;1;287,4
2007/2008;07/12/2007;D8;cogshall;bloc2;taille02;5;1460
2007/2008;10/12/2007;D8;cogshall;bloc2;taille02;6;1392,4
2007/2008;13/12/2007;D8;cogshall;bloc2;taille02;4;1343
